,gpu_ret,btc_krw_ret,fx_ret,nvda_ret,gpu_ret_l1,btc_krw_ret_l0,btc_krw_ret_l1,btc_krw_ret_l2,btc_krw_ret_l3,btc_krw_ret_l4,btc_krw_ret_l5,btc_krw_ret_l6,btc_krw_ret_l7,btc_krw_ret_l8
2024-03-03,,,,,,,,,,,,,,
2024-03-10,0.0021887343214245,0.06650515167179094,-0.005179959150947155,0.06704508095287398,,0.06650515167179094,,,,,,,,
2024-03-17,0.003091853496721,0.040156960620354454,-0.010337027861163861,0.009759894058547047,0.0021887343214245,0.040156960620354454,0.06650515167179094,,,,,,,
2024-03-24,0.0020496207331638,-0.056946805081260266,0.014201225080437752,0.021430005675671993,0.003091853496721,-0.056946805081260266,0.040156960620354454,0.06650515167179094,,,,,,
2024-03-31,0.0010933686827927,0.07555088769235851,0.00868196291170964,0.013722820037601835,0.0020496207331638,0.07555088769235851,-0.056946805081260266,0.040156960620354454,0.06650515167179094,,,,,
2024-04-07,-0.0001153440516104,-0.028034704955079093,0.003322488756961839,-0.03873901839266125,0.0010933686827927,-0.028034704955079093,0.07555088769235851,-0.056946805081260266,0.040156960620354454,0.06650515167179094,,,,
2024-04-14,0.0002916726195209,0.017279613120329884,0.005436491297983181,-0.009952031922007443,-0.0001153440516104,0.017279613120329884,-0.028034704955079093,0.07555088769235851,-0.056946805081260266,0.040156960620354454,0.06650515167179094,,,
2024-04-21,0.0024268508891515,-0.0611719552353982,0.018836552484017055,-0.047656943975051824,0.0002916726195209,-0.0611719552353982,0.017279613120329884,-0.028034704955079093,0.07555088769235851,-0.056946805081260266,0.040156960620354454,0.06650515167179094,,
2024-04-28,-0.0009344710930582,0.01189797564162376,-0.006039774620144378,-0.01476934993125667,0.0024268508891515,0.01189797564162376,-0.0611719552353982,0.017279613120329884,-0.028034704955079093,0.07555088769235851,-0.056946805081260266,0.040156960620354454,0.06650515167179094,
2024-05-05,-0.0006387161801975,-0.05130844271496926,0.0007051897630061532,0.047369965605058795,-0.0009344710930582,-0.05130844271496926,0.01189797564162376,-0.0611719552353982,0.017279613120329884,-0.028034704955079093,0.07555088769235851,-0.056946805081260266,0.040156960620354454,0.06650515167179094
2024-05-12,0.0006126049351804,-0.001375468331811902,-0.012364033486304216,0.04529576577564587,-0.0006387161801975,-0.001375468331811902,-0.05130844271496926,0.01189797564162376,-0.0611719552353982,0.017279613120329884,-0.028034704955079093,0.07555088769235851,-0.056946805081260266,0.040156960620354454
2024-05-19,-0.0010798173335266,0.04611355010639784,0.0005460849178717808,0.025036959198225794,0.0006126049351804,0.04611355010639784,-0.001375468331811902,-0.05130844271496926,0.01189797564162376,-0.0611719552353982,0.017279613120329884,-0.028034704955079093,0.07555088769235851,-0.056946805081260266
2024-05-26,-0.0014252757375653,0.06864958041354896,0.0021159260128156276,0.06601814334490452,-0.0010798173335266,0.06864958041354896,0.04611355010639784,-0.001375468331811902,-0.05130844271496926,0.01189797564162376,-0.0611719552353982,0.017279613120329884,-0.028034704955079093,0.07555088769235851
2024-06-02,-0.0015981074351824,-0.010917812308282038,0.003688115570379402,0.1255929760953567,-0.0014252757375653,-0.010917812308282038,0.06864958041354896,0.04611355010639784,-0.001375468331811902,-0.05130844271496926,0.01189797564162376,-0.0611719552353982,0.017279613120329884,-0.028034704955079093
2024-06-09,-0.0020377322181679,0.0266188741577551,0.003654069350282896,0.05988525857447158,-0.0015981074351824,0.0266188741577551,-0.010917812308282038,0.06864958041354896,0.04611355010639784,-0.001375468331811902,-0.05130844271496926,0.01189797564162376,-0.0611719552353982,0.017279613120329884
2024-06-16,-0.0003430156027606,-0.03624910725102737,0.0020331297318341157,0.05469319270718298,-0.0020377322181679,-0.03624910725102737,0.0266188741577551,-0.010917812308282038,0.06864958041354896,0.04611355010639784,-0.001375468331811902,-0.05130844271496926,0.01189797564162376,-0.0611719552353982
2024-06-23,0.0014922901342778,-0.03301168989894521,0.00556668712566033,0.040010137232115994,-0.0003430156027606,-0.03301168989894521,-0.03624910725102737,0.0266188741577551,-0.010917812308282038,0.06864958041354896,0.04611355010639784,-0.001375468331811902,-0.05130844271496926,0.01189797564162376
2024-06-30,0.0002550683627858,-0.055569655624331915,0.004737698471579677,-0.05776369825318994,0.0014922901342778,-0.055569655624331915,-0.03301168989894521,-0.03624910725102737,0.0266188741577551,-0.010917812308282038,0.06864958041354896,0.04611355010639784,-0.001375468331811902,-0.05130844271496926
2024-07-07,-0.0024695757373349,-0.04106698130951614,-0.004699543074108803,0.013369771145518072,0.0002550683627858,-0.04106698130951614,-0.055569655624331915,-0.03301168989894521,-0.03624910725102737,0.0266188741577551,-0.010917812308282038,0.06864958041354896,0.04611355010639784,-0.001375468331811902
2024-07-14,0.0006238310994871,-0.014270347999925548,-0.00248836126654961,0.03872355557540885,-0.0024695757373349,-0.014270347999925548,-0.04106698130951614,-0.055569655624331915,-0.03301168989894521,-0.03624910725102737,0.0266188741577551,-0.010917812308282038,0.06864958041354896,0.04611355010639784
2024-07-21,0.0003341364029832,0.12651589818618447,0.001208610221062223,-0.06269489359365288,0.0006238310994871,0.12651589818618447,-0.014270347999925548,-0.04106698130951614,-0.055569655624331915,-0.03301168989894521,-0.03624910725102737,0.0266188741577551,-0.010917812308282038,0.06864958041354896
2024-07-28,0.002546982257458,0.017633574564083432,0.002928072720112418,-0.04382159952186715,0.0003341364029832,0.017633574564083432,0.12651589818618447,-0.014270347999925548,-0.04106698130951614,-0.055569655624331915,-0.03301168989894521,-0.03624910725102737,0.0266188741577551,-0.010917812308282038
2024-08-04,0.0021483515563459,-0.06877663740061735,-0.005908295109896322,-0.06502496372296562,0.002546982257458,-0.06877663740061735,0.017633574564083432,0.12651589818618447,-0.014270347999925548,-0.04106698130951614,-0.055569655624331915,-0.03301168989894521,-0.03624910725102737,0.0266188741577551
2024-08-11,0.0003600475255901,-0.08369012135061382,-0.005807357843899297,-0.06633509716820196,0.0021483515563459,-0.08369012135061382,-0.06877663740061735,0.017633574564083432,0.12651589818618447,-0.014270347999925548,-0.04106698130951614,-0.055569655624331915,-0.03301168989894521,-0.03624910725102737
2024-08-18,0.0003314146124717,0.006822322947773074,-0.0042698572661006295,0.13955403216720086,0.0003600475255901,0.006822322947773074,-0.08369012135061382,-0.06877663740061735,0.017633574564083432,0.12651589818618447,-0.014270347999925548,-0.04106698130951614,-0.055569655624331915,-0.03301168989894521
2024-08-25,0.0013690625067079,0.025173260755213533,-0.019889113606064157,0.07935843717284374,0.0003314146124717,0.025173260755213533,0.006822322947773074,-0.08369012135061382,-0.06877663740061735,0.017633574564083432,0.12651589818618447,-0.014270347999925548,-0.04106698130951614,-0.055569655624331915
2024-09-01,-0.0037445417812658,-0.035645311759228804,-0.005121441120382819,-0.034712976976308596,0.0013690625067079,-0.035645311759228804,0.025173260755213533,0.006822322947773074,-0.08369012135061382,-0.06877663740061735,0.017633574564083432,0.12651589818618447,-0.014270347999925548,-0.04106698130951614
2024-09-08,-0.0005201590059351,-0.05372722862003343,0.00478977117995516,-0.15152810433847286,-0.0037445417812658,-0.05372722862003343,-0.035645311759228804,0.025173260755213533,0.006822322947773074,-0.08369012135061382,-0.06877663740061735,0.017633574564083432,0.12651589818618447,-0.014270347999925548
2024-09-15,0.0008792655551979,0.039964580011851325,0.002828736717854774,0.07069752175177335,-0.0005201590059351,0.039964580011851325,-0.05372722862003343,-0.035645311759228804,0.025173260755213533,0.006822322947773074,-0.08369012135061382,-0.06877663740061735,0.017633574564083432,0.12651589818618447
2024-09-22,0.00222148312076,0.04889924326305106,-0.011389213910265816,0.018368039096944067,0.0008792655551979,0.04889924326305106,0.039964580011851325,-0.05372722862003343,-0.035645311759228804,0.025173260755213533,0.006822322947773074,-0.08369012135061382,-0.06877663740061735,0.017633574564083432
2024-09-29,-1.842393697321792e-05,0.039711579530024466,0.0025410075728213855,0.04447823940931528,0.00222148312076,0.039711579530024466,0.04889924326305106,0.039964580011851325,-0.05372722862003343,-0.035645311759228804,0.025173260755213533,0.006822322947773074,-0.08369012135061382,-0.06877663740061735
2024-10-06,-0.0011162359715805,-0.03579422645434249,-0.004600635627859617,-0.0016935679830254458,-1.842393697321792e-05,-0.03579422645434249,0.039711579530024466,0.04889924326305106,0.039964580011851325,-0.05372722862003343,-0.035645311759228804,0.025173260755213533,0.006822322947773074,-0.08369012135061382
2024-10-13,-0.0006649143910723,0.011633530812829918,0.01718461181296238,0.09132814147476687,-0.0011162359715805,0.011633530812829918,-0.03579422645434249,0.039711579530024466,0.04889924326305106,0.039964580011851325,-0.05372722862003343,-0.035645311759228804,0.025173260755213533,0.006822322947773074
2024-10-20,-0.0002683651559029,0.10345530316437035,0.01192267694034399,0.026022124729466967,-0.0006649143910723,0.10345530316437035,0.011633530812829918,-0.03579422645434249,0.039711579530024466,0.04889924326305106,0.039964580011851325,-0.05372722862003343,-0.035645311759228804,0.025173260755213533
2024-10-27,-0.0004713226736937,0.005053515315026402,0.010651988578643135,0.04111154858456345,-0.0002683651559029,0.005053515315026402,0.10345530316437035,0.011633530812829918,-0.03579422645434249,0.039711579530024466,0.04889924326305106,0.039964580011851325,-0.05372722862003343,-0.035645311759228804
2024-11-03,-0.0010088848228184,0.04324707214970758,0.004134060627691838,-0.028165693787588708,-0.0004713226736937,0.04324707214970758,0.005053515315026402,0.10345530316437035,0.011633530812829918,-0.03579422645434249,0.039711579530024466,0.04889924326305106,0.039964580011851325,-0.05372722862003343
2024-11-10,0.000701760281986,0.06469879694772729,-0.0003432757184542723,0.0406458223432713,-0.0010088848228184,0.06469879694772729,0.04324707214970758,0.005053515315026402,0.10345530316437035,0.011633530812829918,-0.03579422645434249,0.039711579530024466,0.04889924326305106,0.039964580011851325
2024-11-17,-0.0001507335984274,0.1897681283424255,0.01471544326327301,0.014966010736767288,0.000701760281986,0.1897681283424255,0.06469879694772729,0.04324707214970758,0.005053515315026402,0.10345530316437035,0.011633530812829918,-0.03579422645434249,0.039711579530024466,0.04889924326305106
2024-11-24,0.003882949400398,0.06774349830680038,-0.004436551743100203,-0.009581427513384533,-0.0001507335984274,0.06774349830680038,0.1897681283424255,0.06469879694772729,0.04324707214970758,0.005053515315026402,0.10345530316437035,0.011633530812829918,-0.03579422645434249,0.039711579530024466
