date,group,gpu_ret,btc_krw_ret,fx_ret,nvda_ret,btc_krw_ret_l0,btc_krw_ret_l1,btc_krw_ret_l2,btc_krw_ret_l3,btc_krw_ret_l4,btc_krw_ret_l5,btc_krw_ret_l6,btc_krw_ret_l7,btc_krw_ret_l8,gpu_ret_l1,is_high,is_mid,high_btc_l0,mid_btc_l0,high_btc_l1,mid_btc_l1,high_btc_l2,mid_btc_l2,high_btc_l3,mid_btc_l3,high_btc_l4,mid_btc_l4,high_btc_l5,mid_btc_l5,high_btc_l6,mid_btc_l6,high_btc_l7,mid_btc_l7,high_btc_l8,mid_btc_l8,high_nvda_ret,mid_nvda_ret,high_fx_ret,mid_fx_ret,block
2024-03-10,high,0.0004383137624631,0.0665051516717909,-0.0051799591509471,0.0670450809528739,0.0665051516717909,,,,,,,,,,1,0,0.0665051516717909,0.0,,,,,,,,,,,,,,,,,0.0670450809528739,0.0,-0.0051799591509471,-0.0,chip_main
2024-03-17,high,0.0028099728910531,0.0401569606203544,-0.0103370278611638,0.009759894058547,0.0401569606203544,0.0665051516717909,,,,,,,,0.0004383137624631,1,0,0.0401569606203544,0.0,0.0665051516717909,0.0,,,,,,,,,,,,,,,0.009759894058547,0.0,-0.0103370278611638,-0.0,chip_main
2024-03-24,high,0.000612663851565,-0.0569468050812602,0.0142012250804377,0.0214300056756719,-0.0569468050812602,0.0401569606203544,0.0665051516717909,,,,,,,0.0028099728910531,1,0,-0.0569468050812602,-0.0,0.0401569606203544,0.0,0.0665051516717909,0.0,,,,,,,,,,,,,0.0214300056756719,0.0,0.0142012250804377,0.0,chip_main
2024-03-31,high,-0.0003185334101329,0.0755508876923585,0.0086819629117096,0.0137228200376018,0.0755508876923585,-0.0569468050812602,0.0401569606203544,0.0665051516717909,,,,,,0.000612663851565,1,0,0.0755508876923585,0.0,-0.0569468050812602,-0.0,0.0401569606203544,0.0,0.0665051516717909,0.0,,,,,,,,,,,0.0137228200376018,0.0,0.0086819629117096,0.0,chip_main
2024-04-07,high,-0.0010855743235212,-0.028034704955079,0.0033224887569618,-0.0387390183926612,-0.028034704955079,0.0755508876923585,-0.0569468050812602,0.0401569606203544,0.0665051516717909,,,,,-0.0003185334101329,1,0,-0.028034704955079,-0.0,0.0755508876923585,0.0,-0.0569468050812602,-0.0,0.0401569606203544,0.0,0.0665051516717909,0.0,,,,,,,,,-0.0387390183926612,-0.0,0.0033224887569618,0.0,chip_main
2024-04-14,high,0.0008079512684095,0.0172796131203298,0.0054364912979831,-0.0099520319220074,0.0172796131203298,-0.028034704955079,0.0755508876923585,-0.0569468050812602,0.0401569606203544,0.0665051516717909,,,,-0.0010855743235212,1,0,0.0172796131203298,0.0,-0.028034704955079,-0.0,0.0755508876923585,0.0,-0.0569468050812602,-0.0,0.0401569606203544,0.0,0.0665051516717909,0.0,,,,,,,-0.0099520319220074,-0.0,0.0054364912979831,0.0,chip_main
2024-04-21,high,0.0016530594467005,-0.0611719552353982,0.018836552484017,-0.0476569439750518,-0.0611719552353982,0.0172796131203298,-0.028034704955079,0.0755508876923585,-0.0569468050812602,0.0401569606203544,0.0665051516717909,,,0.0008079512684095,1,0,-0.0611719552353982,-0.0,0.0172796131203298,0.0,-0.028034704955079,-0.0,0.0755508876923585,0.0,-0.0569468050812602,-0.0,0.0401569606203544,0.0,0.0665051516717909,0.0,,,,,-0.0476569439750518,-0.0,0.018836552484017,0.0,chip_main
2024-04-28,high,-0.0007923410113443,0.0118979756416237,-0.0060397746201443,-0.0147693499312566,0.0118979756416237,-0.0611719552353982,0.0172796131203298,-0.028034704955079,0.0755508876923585,-0.0569468050812602,0.0401569606203544,0.0665051516717909,,0.0016530594467005,1,0,0.0118979756416237,0.0,-0.0611719552353982,-0.0,0.0172796131203298,0.0,-0.028034704955079,-0.0,0.0755508876923585,0.0,-0.0569468050812602,-0.0,0.0401569606203544,0.0,0.0665051516717909,0.0,,,-0.0147693499312566,-0.0,-0.0060397746201443,-0.0,chip_main
2024-05-05,high,-0.0020429574849603,-0.0513084427149692,0.0007051897630061,0.0473699656050587,-0.0513084427149692,0.0118979756416237,-0.0611719552353982,0.0172796131203298,-0.028034704955079,0.0755508876923585,-0.0569468050812602,0.0401569606203544,0.0665051516717909,-0.0007923410113443,1,0,-0.0513084427149692,-0.0,0.0118979756416237,0.0,-0.0611719552353982,-0.0,0.0172796131203298,0.0,-0.028034704955079,-0.0,0.0755508876923585,0.0,-0.0569468050812602,-0.0,0.0401569606203544,0.0,0.0665051516717909,0.0,0.0473699656050587,0.0,0.0007051897630061,0.0,chip_main
2024-05-12,high,0.0010447785002834,-0.0013754683318119,-0.0123640334863042,0.0452957657756458,-0.0013754683318119,-0.0513084427149692,0.0118979756416237,-0.0611719552353982,0.0172796131203298,-0.028034704955079,0.0755508876923585,-0.0569468050812602,0.0401569606203544,-0.0020429574849603,1,0,-0.0013754683318119,-0.0,-0.0513084427149692,-0.0,0.0118979756416237,0.0,-0.0611719552353982,-0.0,0.0172796131203298,0.0,-0.028034704955079,-0.0,0.0755508876923585,0.0,-0.0569468050812602,-0.0,0.0401569606203544,0.0,0.0452957657756458,0.0,-0.0123640334863042,-0.0,chip_main
2024-05-19,high,-0.0015462900612988,0.0461135501063978,0.0005460849178717,0.0250369591982257,0.0461135501063978,-0.0013754683318119,-0.0513084427149692,0.0118979756416237,-0.0611719552353982,0.0172796131203298,-0.028034704955079,0.0755508876923585,-0.0569468050812602,0.0010447785002834,1,0,0.0461135501063978,0.0,-0.0013754683318119,-0.0,-0.0513084427149692,-0.0,0.0118979756416237,0.0,-0.0611719552353982,-0.0,0.0172796131203298,0.0,-0.028034704955079,-0.0,0.0755508876923585,0.0,-0.0569468050812602,-0.0,0.0250369591982257,0.0,0.0005460849178717,0.0,chip_main
2024-05-26,high,-0.0011233937207412,0.0686495804135489,0.0021159260128156,0.0660181433449045,0.0686495804135489,0.0461135501063978,-0.0013754683318119,-0.0513084427149692,0.0118979756416237,-0.0611719552353982,0.0172796131203298,-0.028034704955079,0.0755508876923585,-0.0015462900612988,1,0,0.0686495804135489,0.0,0.0461135501063978,0.0,-0.0013754683318119,-0.0,-0.0513084427149692,-0.0,0.0118979756416237,0.0,-0.0611719552353982,-0.0,0.0172796131203298,0.0,-0.028034704955079,-0.0,0.0755508876923585,0.0,0.0660181433449045,0.0,0.0021159260128156,0.0,chip_main
2024-06-02,high,-0.0012349179550861,-0.010917812308282,0.0036881155703794,0.1255929760953567,-0.010917812308282,0.0686495804135489,0.0461135501063978,-0.0013754683318119,-0.0513084427149692,0.0118979756416237,-0.0611719552353982,0.0172796131203298,-0.028034704955079,-0.0011233937207412,1,0,-0.010917812308282,-0.0,0.0686495804135489,0.0,0.0461135501063978,0.0,-0.0013754683318119,-0.0,-0.0513084427149692,-0.0,0.0118979756416237,0.0,-0.0611719552353982,-0.0,0.0172796131203298,0.0,-0.028034704955079,-0.0,0.1255929760953567,0.0,0.0036881155703794,0.0,chip_main
2024-06-09,high,-0.0028314081740126,0.0266188741577551,0.0036540693502828,0.0598852585744715,0.0266188741577551,-0.010917812308282,0.0686495804135489,0.0461135501063978,-0.0013754683318119,-0.0513084427149692,0.0118979756416237,-0.0611719552353982,0.0172796131203298,-0.0012349179550861,1,0,0.0266188741577551,0.0,-0.010917812308282,-0.0,0.0686495804135489,0.0,0.0461135501063978,0.0,-0.0013754683318119,-0.0,-0.0513084427149692,-0.0,0.0118979756416237,0.0,-0.0611719552353982,-0.0,0.0172796131203298,0.0,0.0598852585744715,0.0,0.0036540693502828,0.0,chip_main
2024-06-16,high,-0.0009931148360484,-0.0362491072510273,0.0020331297318341,0.0546931927071829,-0.0362491072510273,0.0266188741577551,-0.010917812308282,0.0686495804135489,0.0461135501063978,-0.0013754683318119,-0.0513084427149692,0.0118979756416237,-0.0611719552353982,-0.0028314081740126,1,0,-0.0362491072510273,-0.0,0.0266188741577551,0.0,-0.010917812308282,-0.0,0.0686495804135489,0.0,0.0461135501063978,0.0,-0.0013754683318119,-0.0,-0.0513084427149692,-0.0,0.0118979756416237,0.0,-0.0611719552353982,-0.0,0.0546931927071829,0.0,0.0020331297318341,0.0,chip_main
2024-06-23,high,0.001679212065542,-0.0330116898989452,0.0055666871256603,0.0400101372321159,-0.0330116898989452,-0.0362491072510273,0.0266188741577551,-0.010917812308282,0.0686495804135489,0.0461135501063978,-0.0013754683318119,-0.0513084427149692,0.0118979756416237,-0.0009931148360484,1,0,-0.0330116898989452,-0.0,-0.0362491072510273,-0.0,0.0266188741577551,0.0,-0.010917812308282,-0.0,0.0686495804135489,0.0,0.0461135501063978,0.0,-0.0013754683318119,-0.0,-0.0513084427149692,-0.0,0.0118979756416237,0.0,0.0400101372321159,0.0,0.0055666871256603,0.0,chip_main
2024-06-30,high,-0.0006452835045944,-0.0555696556243319,0.0047376984715796,-0.0577636982531899,-0.0555696556243319,-0.0330116898989452,-0.0362491072510273,0.0266188741577551,-0.010917812308282,0.0686495804135489,0.0461135501063978,-0.0013754683318119,-0.0513084427149692,0.001679212065542,1,0,-0.0555696556243319,-0.0,-0.0330116898989452,-0.0,-0.0362491072510273,-0.0,0.0266188741577551,0.0,-0.010917812308282,-0.0,0.0686495804135489,0.0,0.0461135501063978,0.0,-0.0013754683318119,-0.0,-0.0513084427149692,-0.0,-0.0577636982531899,-0.0,0.0047376984715796,0.0,chip_main
2024-07-07,high,-0.0024869608530912,-0.0410669813095161,-0.0046995430741088,0.013369771145518,-0.0410669813095161,-0.0555696556243319,-0.0330116898989452,-0.0362491072510273,0.0266188741577551,-0.010917812308282,0.0686495804135489,0.0461135501063978,-0.0013754683318119,-0.0006452835045944,1,0,-0.0410669813095161,-0.0,-0.0555696556243319,-0.0,-0.0330116898989452,-0.0,-0.0362491072510273,-0.0,0.0266188741577551,0.0,-0.010917812308282,-0.0,0.0686495804135489,0.0,0.0461135501063978,0.0,-0.0013754683318119,-0.0,0.013369771145518,0.0,-0.0046995430741088,-0.0,chip_main
2024-07-14,high,0.0009581357949737,-0.0142703479999255,-0.0024883612665496,0.0387235555754088,-0.0142703479999255,-0.0410669813095161,-0.0555696556243319,-0.0330116898989452,-0.0362491072510273,0.0266188741577551,-0.010917812308282,0.0686495804135489,0.0461135501063978,-0.0024869608530912,1,0,-0.0142703479999255,-0.0,-0.0410669813095161,-0.0,-0.0555696556243319,-0.0,-0.0330116898989452,-0.0,-0.0362491072510273,-0.0,0.0266188741577551,0.0,-0.010917812308282,-0.0,0.0686495804135489,0.0,0.0461135501063978,0.0,0.0387235555754088,0.0,-0.0024883612665496,-0.0,chip_main
2024-07-21,high,0.0002256809711285,0.1265158981861844,0.0012086102210622,-0.0626948935936528,0.1265158981861844,-0.0142703479999255,-0.0410669813095161,-0.0555696556243319,-0.0330116898989452,-0.0362491072510273,0.0266188741577551,-0.010917812308282,0.0686495804135489,0.0009581357949737,1,0,0.1265158981861844,0.0,-0.0142703479999255,-0.0,-0.0410669813095161,-0.0,-0.0555696556243319,-0.0,-0.0330116898989452,-0.0,-0.0362491072510273,-0.0,0.0266188741577551,0.0,-0.010917812308282,-0.0,0.0686495804135489,0.0,-0.0626948935936528,-0.0,0.0012086102210622,0.0,chip_main
2024-07-28,high,0.0027090649473888,0.0176335745640834,0.0029280727201124,-0.0438215995218671,0.0176335745640834,0.1265158981861844,-0.0142703479999255,-0.0410669813095161,-0.0555696556243319,-0.0330116898989452,-0.0362491072510273,0.0266188741577551,-0.010917812308282,0.0002256809711285,1,0,0.0176335745640834,0.0,0.1265158981861844,0.0,-0.0142703479999255,-0.0,-0.0410669813095161,-0.0,-0.0555696556243319,-0.0,-0.0330116898989452,-0.0,-0.0362491072510273,-0.0,0.0266188741577551,0.0,-0.010917812308282,-0.0,-0.0438215995218671,-0.0,0.0029280727201124,0.0,chip_main
2024-08-04,high,0.0018852747358023,-0.0687766374006173,-0.0059082951098963,-0.0650249637229656,-0.0687766374006173,0.0176335745640834,0.1265158981861844,-0.0142703479999255,-0.0410669813095161,-0.0555696556243319,-0.0330116898989452,-0.0362491072510273,0.0266188741577551,0.0027090649473888,1,0,-0.0687766374006173,-0.0,0.0176335745640834,0.0,0.1265158981861844,0.0,-0.0142703479999255,-0.0,-0.0410669813095161,-0.0,-0.0555696556243319,-0.0,-0.0330116898989452,-0.0,-0.0362491072510273,-0.0,0.0266188741577551,0.0,-0.0650249637229656,-0.0,-0.0059082951098963,-0.0,chip_main
2024-08-11,high,0.0005153406534047,-0.0836901213506138,-0.0058073578438992,-0.0663350971682019,-0.0836901213506138,-0.0687766374006173,0.0176335745640834,0.1265158981861844,-0.0142703479999255,-0.0410669813095161,-0.0555696556243319,-0.0330116898989452,-0.0362491072510273,0.0018852747358023,1,0,-0.0836901213506138,-0.0,-0.0687766374006173,-0.0,0.0176335745640834,0.0,0.1265158981861844,0.0,-0.0142703479999255,-0.0,-0.0410669813095161,-0.0,-0.0555696556243319,-0.0,-0.0330116898989452,-0.0,-0.0362491072510273,-0.0,-0.0663350971682019,-0.0,-0.0058073578438992,-0.0,chip_main
2024-08-18,high,0.0003661353680746,0.006822322947773,-0.0042698572661006,0.1395540321672008,0.006822322947773,-0.0836901213506138,-0.0687766374006173,0.0176335745640834,0.1265158981861844,-0.0142703479999255,-0.0410669813095161,-0.0555696556243319,-0.0330116898989452,0.0005153406534047,1,0,0.006822322947773,0.0,-0.0836901213506138,-0.0,-0.0687766374006173,-0.0,0.0176335745640834,0.0,0.1265158981861844,0.0,-0.0142703479999255,-0.0,-0.0410669813095161,-0.0,-0.0555696556243319,-0.0,-0.0330116898989452,-0.0,0.1395540321672008,0.0,-0.0042698572661006,-0.0,chip_main
2024-08-25,high,0.0015603125850234,0.0251732607552135,-0.0198891136060641,0.0793584371728437,0.0251732607552135,0.006822322947773,-0.0836901213506138,-0.0687766374006173,0.0176335745640834,0.1265158981861844,-0.0142703479999255,-0.0410669813095161,-0.0555696556243319,0.0003661353680746,1,0,0.0251732607552135,0.0,0.006822322947773,0.0,-0.0836901213506138,-0.0,-0.0687766374006173,-0.0,0.0176335745640834,0.0,0.1265158981861844,0.0,-0.0142703479999255,-0.0,-0.0410669813095161,-0.0,-0.0555696556243319,-0.0,0.0793584371728437,0.0,-0.0198891136060641,-0.0,chip_main
2024-09-01,high,-0.0037105452906187,-0.0356453117592288,-0.0051214411203828,-0.0347129769763085,-0.0356453117592288,0.0251732607552135,0.006822322947773,-0.0836901213506138,-0.0687766374006173,0.0176335745640834,0.1265158981861844,-0.0142703479999255,-0.0410669813095161,0.0015603125850234,1,0,-0.0356453117592288,-0.0,0.0251732607552135,0.0,0.006822322947773,0.0,-0.0836901213506138,-0.0,-0.0687766374006173,-0.0,0.0176335745640834,0.0,0.1265158981861844,0.0,-0.0142703479999255,-0.0,-0.0410669813095161,-0.0,-0.0347129769763085,-0.0,-0.0051214411203828,-0.0,chip_main
2024-09-08,high,-0.0003108174803126,-0.0537272286200334,0.0047897711799551,-0.1515281043384728,-0.0537272286200334,-0.0356453117592288,0.0251732607552135,0.006822322947773,-0.0836901213506138,-0.0687766374006173,0.0176335745640834,0.1265158981861844,-0.0142703479999255,-0.0037105452906187,1,0,-0.0537272286200334,-0.0,-0.0356453117592288,-0.0,0.0251732607552135,0.0,0.006822322947773,0.0,-0.0836901213506138,-0.0,-0.0687766374006173,-0.0,0.0176335745640834,0.0,0.1265158981861844,0.0,-0.0142703479999255,-0.0,-0.1515281043384728,-0.0,0.0047897711799551,0.0,chip_main
2024-09-15,high,0.0021649159023033,0.0399645800118513,0.0028287367178547,0.0706975217517733,0.0399645800118513,-0.0537272286200334,-0.0356453117592288,0.0251732607552135,0.006822322947773,-0.0836901213506138,-0.0687766374006173,0.0176335745640834,0.1265158981861844,-0.0003108174803126,1,0,0.0399645800118513,0.0,-0.0537272286200334,-0.0,-0.0356453117592288,-0.0,0.0251732607552135,0.0,0.006822322947773,0.0,-0.0836901213506138,-0.0,-0.0687766374006173,-0.0,0.0176335745640834,0.0,0.1265158981861844,0.0,0.0706975217517733,0.0,0.0028287367178547,0.0,chip_main
2024-09-22,high,0.0028153259092772,0.048899243263051,-0.0113892139102658,0.018368039096944,0.048899243263051,0.0399645800118513,-0.0537272286200334,-0.0356453117592288,0.0251732607552135,0.006822322947773,-0.0836901213506138,-0.0687766374006173,0.0176335745640834,0.0021649159023033,1,0,0.048899243263051,0.0,0.0399645800118513,0.0,-0.0537272286200334,-0.0,-0.0356453117592288,-0.0,0.0251732607552135,0.0,0.006822322947773,0.0,-0.0836901213506138,-0.0,-0.0687766374006173,-0.0,0.0176335745640834,0.0,0.018368039096944,0.0,-0.0113892139102658,-0.0,chip_main
2024-09-29,high,3.394253648121066e-05,0.0397115795300244,0.0025410075728213,0.0444782394093152,0.0397115795300244,0.048899243263051,0.0399645800118513,-0.0537272286200334,-0.0356453117592288,0.0251732607552135,0.006822322947773,-0.0836901213506138,-0.0687766374006173,0.0028153259092772,1,0,0.0397115795300244,0.0,0.048899243263051,0.0,0.0399645800118513,0.0,-0.0537272286200334,-0.0,-0.0356453117592288,-0.0,0.0251732607552135,0.0,0.006822322947773,0.0,-0.0836901213506138,-0.0,-0.0687766374006173,-0.0,0.0444782394093152,0.0,0.0025410075728213,0.0,chip_main
2024-10-06,high,-0.0007450335546018,-0.0357942264543424,-0.0046006356278596,-0.0016935679830254,-0.0357942264543424,0.0397115795300244,0.048899243263051,0.0399645800118513,-0.0537272286200334,-0.0356453117592288,0.0251732607552135,0.006822322947773,-0.0836901213506138,3.394253648121066e-05,1,0,-0.0357942264543424,-0.0,0.0397115795300244,0.0,0.048899243263051,0.0,0.0399645800118513,0.0,-0.0537272286200334,-0.0,-0.0356453117592288,-0.0,0.0251732607552135,0.0,0.006822322947773,0.0,-0.0836901213506138,-0.0,-0.0016935679830254,-0.0,-0.0046006356278596,-0.0,chip_main
2024-10-13,high,-0.0010669518134273,0.0116335308128299,0.0171846118129623,0.0913281414747668,0.0116335308128299,-0.0357942264543424,0.0397115795300244,0.048899243263051,0.0399645800118513,-0.0537272286200334,-0.0356453117592288,0.0251732607552135,0.006822322947773,-0.0007450335546018,1,0,0.0116335308128299,0.0,-0.0357942264543424,-0.0,0.0397115795300244,0.0,0.048899243263051,0.0,0.0399645800118513,0.0,-0.0537272286200334,-0.0,-0.0356453117592288,-0.0,0.0251732607552135,0.0,0.006822322947773,0.0,0.0913281414747668,0.0,0.0171846118129623,0.0,chip_main
2024-10-20,high,-0.0007212564883559,0.1034553031643703,0.0119226769403439,0.0260221247294669,0.1034553031643703,0.0116335308128299,-0.0357942264543424,0.0397115795300244,0.048899243263051,0.0399645800118513,-0.0537272286200334,-0.0356453117592288,0.0251732607552135,-0.0010669518134273,1,0,0.1034553031643703,0.0,0.0116335308128299,0.0,-0.0357942264543424,-0.0,0.0397115795300244,0.0,0.048899243263051,0.0,0.0399645800118513,0.0,-0.0537272286200334,-0.0,-0.0356453117592288,-0.0,0.0251732607552135,0.0,0.0260221247294669,0.0,0.0119226769403439,0.0,chip_main
2024-10-27,high,-0.0004101855188865,0.0050535153150264,0.0106519885786431,0.0411115485845634,0.0050535153150264,0.1034553031643703,0.0116335308128299,-0.0357942264543424,0.0397115795300244,0.048899243263051,0.0399645800118513,-0.0537272286200334,-0.0356453117592288,-0.0007212564883559,1,0,0.0050535153150264,0.0,0.1034553031643703,0.0,0.0116335308128299,0.0,-0.0357942264543424,-0.0,0.0397115795300244,0.0,0.048899243263051,0.0,0.0399645800118513,0.0,-0.0537272286200334,-0.0,-0.0356453117592288,-0.0,0.0411115485845634,0.0,0.0106519885786431,0.0,chip_main
2024-11-03,high,-0.0001663291388744,0.0432470721497075,0.0041340606276918,-0.0281656937875887,0.0432470721497075,0.0050535153150264,0.1034553031643703,0.0116335308128299,-0.0357942264543424,0.0397115795300244,0.048899243263051,0.0399645800118513,-0.0537272286200334,-0.0004101855188865,1,0,0.0432470721497075,0.0,0.0050535153150264,0.0,0.1034553031643703,0.0,0.0116335308128299,0.0,-0.0357942264543424,-0.0,0.0397115795300244,0.0,0.048899243263051,0.0,0.0399645800118513,0.0,-0.0537272286200334,-0.0,-0.0281656937875887,-0.0,0.0041340606276918,0.0,chip_main
2024-11-10,high,0.0015698218971745,0.0646987969477272,-0.0003432757184542,0.0406458223432713,0.0646987969477272,0.0432470721497075,0.0050535153150264,0.1034553031643703,0.0116335308128299,-0.0357942264543424,0.0397115795300244,0.048899243263051,0.0399645800118513,-0.0001663291388744,1,0,0.0646987969477272,0.0,0.0432470721497075,0.0,0.0050535153150264,0.0,0.1034553031643703,0.0,0.0116335308128299,0.0,-0.0357942264543424,-0.0,0.0397115795300244,0.0,0.048899243263051,0.0,0.0399645800118513,0.0,0.0406458223432713,0.0,-0.0003432757184542,-0.0,chip_main
2024-11-17,high,0.0007365709173316,0.1897681283424255,0.014715443263273,0.0149660107367672,0.1897681283424255,0.0646987969477272,0.0432470721497075,0.0050535153150264,0.1034553031643703,0.0116335308128299,-0.0357942264543424,0.0397115795300244,0.048899243263051,0.0015698218971745,1,0,0.1897681283424255,0.0,0.0646987969477272,0.0,0.0432470721497075,0.0,0.0050535153150264,0.0,0.1034553031643703,0.0,0.0116335308128299,0.0,-0.0357942264543424,-0.0,0.0397115795300244,0.0,0.048899243263051,0.0,0.0149660107367672,0.0,0.014715443263273,0.0,chip_main
2024-11-24,high,0.0041113398521545,0.0677434983068003,-0.0044365517431002,-0.0095814275133845,0.0677434983068003,0.1897681283424255,0.0646987969477272,0.0432470721497075,0.0050535153150264,0.1034553031643703,0.0116335308128299,-0.0357942264543424,0.0397115795300244,0.0007365709173316,1,0,0.0677434983068003,0.0,0.1897681283424255,0.0,0.0646987969477272,0.0,0.0432470721497075,0.0,0.0050535153150264,0.0,0.1034553031643703,0.0,0.0116335308128299,0.0,-0.0357942264543424,-0.0,0.0397115795300244,0.0,-0.0095814275133845,-0.0,-0.0044365517431002,-0.0,chip_main
