gpu_ret,date,group,is_high,is_low,btc_w0,btc_w1_2,btc_w3_5,btc_w6_8,high_btc_w0,high_btc_w1_2,high_btc_w3_5,high_btc_w6_8,low_btc_w0,low_btc_w1_2,low_btc_w3_5,low_btc_w6_8,fx_ret,nvda_ret,high_fx_ret,low_fx_ret,high_nvda_ret,low_nvda_ret,gpu_ret_l1
-0.0020429574849603,2024-05-05,high,1,0,-0.0513084427149692,-0.0492739795937745,0.0647957958576093,0.049715307210885094,-0.0513084427149692,-0.0492739795937745,0.0647957958576093,0.049715307210885094,-0.0,-0.0,0.0,0.0,0.0007051897630061,0.0473700007636059,0.0007051897630061,0.0,0.0473700007636059,0.0,-0.0007923410113443
0.0010447785002834,2024-05-12,high,1,0,-0.0013754683318119,-0.0394104670733455,-0.0719270470701474,0.058761043231452696,-0.0013754683318119,-0.0394104670733455,-0.0719270470701474,0.058761043231452696,-0.0,-0.0,-0.0,0.0,-0.0123640334863042,0.0452957150932702,-0.0123640334863042,-0.0,0.0452957150932702,0.0,-0.0020429574849603
-0.0015462900612988,2024-05-19,high,1,0,0.0461135501063978,-0.0526839110467811,-0.031994366473444696,-0.009430622343980698,0.0461135501063978,-0.0526839110467811,-0.031994366473444696,-0.009430622343980698,0.0,-0.0,-0.0,-0.0,0.0005460849178717,0.0250369599310662,0.0005460849178717,0.0,0.0250369599310662,0.0,0.0010447785002834
-0.0011233937207412,2024-05-26,high,1,0,0.0686495804135489,0.0447380817745859,-0.1005824223087437,0.0647957958576093,0.0686495804135489,0.0447380817745859,-0.1005824223087437,0.0647957958576093,0.0,0.0,-0.0,0.0,0.0021159260128156,0.0660181778807258,0.0021159260128156,0.0,0.0660181778807258,0.0,-0.0015462900612988
-0.0012349179550861,2024-06-02,high,1,0,-0.010917812308282,0.11476313051994672,-0.0407859354051574,-0.0719270470701474,-0.010917812308282,0.11476313051994672,-0.0407859354051574,-0.0719270470701474,-0.0,0.0,-0.0,-0.0,0.0036881155703794,0.1255929746920738,0.0036881155703794,0.0,0.1255929746920738,0.0,-0.0011233937207412
-0.0028314081740126,2024-06-09,high,1,0,0.0266188741577551,0.05773176810526691,-0.006570360940383296,-0.031994366473444696,0.0266188741577551,0.05773176810526691,-0.006570360940383296,-0.031994366473444696,0.0,0.0,-0.0,-0.0,0.0036540693502828,0.0598852069100281,0.0036540693502828,0.0,0.0598852069100281,0.0,-0.0012349179550861
-0.0009931148360484,2024-06-16,high,1,0,-0.0362491072510273,0.015701061849473102,0.11338766218813481,-0.1005824223087437,-0.0362491072510273,0.015701061849473102,0.11338766218813481,-0.1005824223087437,-0.0,0.0,0.0,-0.0,0.0020331297318341,0.0546932326554792,0.0020331297318341,0.0,0.0546932326554792,0.0,-0.0028314081740126
0.001679212065542,2024-06-23,high,1,0,-0.0330116898989452,-0.009630233093272197,0.1038453182116647,-0.0407859354051574,-0.0330116898989452,-0.009630233093272197,0.1038453182116647,-0.0407859354051574,-0.0,-0.0,0.0,-0.0,0.0055666871256603,0.0400101199002138,0.0055666871256603,0.0,0.0400101199002138,0.0,-0.0009931148360484
-0.0006452835045944,2024-06-30,high,1,0,-0.0555696556243319,-0.06926079714997249,0.08435064226302201,-0.006570360940383296,-0.0555696556243319,-0.06926079714997249,0.08435064226302201,-0.006570360940383296,-0.0,-0.0,0.0,-0.0,0.0047376984715796,-0.0577636940195667,0.0047376984715796,0.0,-0.0577636940195667,-0.0,0.001679212065542
-0.0024869608530912,2024-07-07,high,1,0,-0.0410669813095161,-0.0885813455232771,-0.020548045401554197,0.11338766218813481,-0.0410669813095161,-0.0885813455232771,-0.020548045401554197,0.11338766218813481,-0.0,-0.0,-0.0,0.0,-0.0046995430741088,0.013369827020325,-0.0046995430741088,-0.0,0.013369827020325,0.0,-0.0006452835045944
0.0009581357949737,2024-07-14,high,1,0,-0.0142703479999255,-0.096636636933848,-0.04264192299221739,0.1038453182116647,-0.0142703479999255,-0.096636636933848,-0.04264192299221739,0.1038453182116647,-0.0,-0.0,-0.0,0.0,-0.0024883612665496,0.0387235354902619,-0.0024883612665496,-0.0,0.0387235354902619,0.0,-0.0024869608530912
0.0002256809711285,2024-07-21,high,1,0,0.1265158981861844,-0.0553373293094416,-0.12483045277430439,0.08435064226302201,0.1265158981861844,-0.0553373293094416,-0.12483045277430439,0.08435064226302201,0.0,-0.0,-0.0,0.0,0.0012086102210622,-0.0626948914823861,0.0012086102210622,0.0,-0.0626948914823861,-0.0,0.0009581357949737
0.0027090649473888,2024-07-28,high,1,0,0.0176335745640834,0.1122455501862589,-0.1296483268327932,-0.020548045401554197,0.0176335745640834,0.1122455501862589,-0.1296483268327932,-0.020548045401554197,0.0,0.0,-0.0,-0.0,0.0029280727201124,-0.0438215968205959,0.0029280727201124,0.0,-0.0438215968205959,-0.0,0.0002256809711285
0.0018852747358023,2024-08-04,high,1,0,-0.0687766374006173,0.1441494727502678,-0.1109069849337735,-0.04264192299221739,-0.0687766374006173,0.1441494727502678,-0.1109069849337735,-0.04264192299221739,-0.0,0.0,-0.0,-0.0,-0.0059082951098963,-0.0650250217523833,-0.0059082951098963,-0.0,-0.0650250217523833,-0.0,0.0027090649473888
0.0005153406534047,2024-08-11,high,1,0,-0.0836901213506138,-0.0511430628365339,0.07117856887674279,-0.12483045277430439,-0.0836901213506138,-0.0511430628365339,0.07117856887674279,-0.12483045277430439,-0.0,-0.0,0.0,-0.0,-0.0058073578438992,-0.0663350412450638,-0.0058073578438992,-0.0,-0.0663350412450638,-0.0,0.0018852747358023
0.0003661353680746,2024-08-18,high,1,0,0.006822322947773,-0.1524667587512311,0.1298791247503423,-0.1296483268327932,0.006822322947773,-0.1524667587512311,0.1298791247503423,-0.1296483268327932,0.0,-0.0,0.0,-0.0,-0.0042698572661006,0.1395540048334274,-0.0042698572661006,-0.0,0.1395540048334274,0.0,0.0005153406534047
0.0015603125850234,2024-08-25,high,1,0,0.0251732607552135,-0.07686779840284079,0.07537283534965049,-0.1109069849337735,0.0251732607552135,-0.07686779840284079,0.07537283534965049,-0.1109069849337735,0.0,-0.0,0.0,-0.0,-0.0198891136060641,0.079358499235262,-0.0198891136060641,-0.0,0.079358499235262,0.0,0.0003661353680746
-0.0037105452906187,2024-09-01,high,1,0,-0.0356453117592288,0.031995583702986496,-0.1348331841871477,0.07117856887674279,-0.0356453117592288,0.031995583702986496,-0.1348331841871477,0.07117856887674279,-0.0,0.0,-0.0,0.0,-0.0051214411203828,-0.03471300039077,-0.0051214411203828,-0.0,-0.03471300039077,-0.0,0.0015603125850234
-0.0003108174803126,2024-09-08,high,1,0,-0.0537272286200334,-0.010472051004015298,-0.1456444358034581,0.1298791247503423,-0.0537272286200334,-0.010472051004015298,-0.1456444358034581,0.1298791247503423,-0.0,-0.0,-0.0,0.0,0.0047897711799551,-0.1515281650958035,0.0047897711799551,0.0,-0.1515281650958035,-0.0,-0.0037105452906187
0.0021649159023033,2024-09-15,high,1,0,0.0399645800118513,-0.0893725403792622,-0.0516945376476273,0.07537283534965049,0.0399645800118513,-0.0893725403792622,-0.0516945376476273,0.07537283534965049,0.0,-0.0,-0.0,0.0,0.0028287367178547,0.0706975563385334,0.0028287367178547,0.0,0.0706975563385334,0.0,-0.0003108174803126
0.0028153259092772,2024-09-22,high,1,0,0.048899243263051,-0.013762648608182104,-0.003649728056242298,-0.1348331841871477,0.048899243263051,-0.013762648608182104,-0.003649728056242298,-0.1348331841871477,0.0,-0.0,-0.0,-0.0,-0.0113892139102658,0.0183680275525981,-0.0113892139102658,-0.0,0.0183680275525981,0.0,0.0021649159023033
3.394253648121066e-05,2024-09-29,high,1,0,0.0397115795300244,0.0888638232749023,-0.0641992796240487,-0.1456444358034581,0.0397115795300244,0.0888638232749023,-0.0641992796240487,-0.1456444358034581,0.0,0.0,-0.0,-0.0,0.0025410075728213,0.0444782388635234,0.0025410075728213,0.0,0.0444782388635234,0.0,0.0028153259092772
-0.0007450335546018,2024-10-06,high,1,0,-0.0357942264543424,0.0886108227930754,-0.0494079603674109,-0.0516945376476273,-0.0357942264543424,0.0886108227930754,-0.0494079603674109,-0.0516945376476273,-0.0,0.0,-0.0,-0.0,-0.0046006356278596,-0.0016935178450294,-0.0046006356278596,-0.0,-0.0016935178450294,-0.0,3.394253648121066e-05
-0.0010669518134273,2024-10-13,high,1,0,0.0116335308128299,0.003917353075682001,0.0351365946548689,-0.003649728056242298,0.0116335308128299,0.003917353075682001,0.0351365946548689,-0.003649728056242298,0.0,0.0,0.0,-0.0,0.0171846118129623,0.091328116319671,0.0171846118129623,0.0,0.091328116319671,0.0,-0.0007450335546018
-0.0007212564883559,2024-10-20,high,1,0,0.1034553031643703,-0.024160695641512502,0.1285754028049267,-0.0641992796240487,0.1034553031643703,-0.024160695641512502,0.1285754028049267,-0.0641992796240487,0.0,-0.0,0.0,-0.0,0.0119226769403439,0.0260221354422593,0.0119226769403439,0.0,0.0260221354422593,0.0,-0.0010669518134273
-0.0004101855188865,2024-10-27,high,1,0,0.0050535153150264,0.1150888339772002,0.052816596338733,-0.0494079603674109,0.0050535153150264,0.1150888339772002,0.052816596338733,-0.0494079603674109,0.0,0.0,0.0,-0.0,0.0106519885786431,0.0411115262887307,0.0106519885786431,0.0,0.0411115262887307,0.0,-0.0007212564883559
-0.0001663291388744,2024-11-03,high,1,0,0.0432470721497075,0.1085088184793967,0.015550883888511901,0.0351365946548689,0.0432470721497075,0.1085088184793967,0.015550883888511901,0.0351365946548689,0.0,0.0,0.0,0.0,0.0041340606276918,-0.0281656937875887,0.0041340606276918,0.0,-0.0281656937875887,-0.0,-0.0004101855188865
0.0015698218971745,2024-11-10,high,1,0,0.0646987969477272,0.0483005874647339,0.0792946075228578,0.1285754028049267,0.0646987969477272,0.0483005874647339,0.0792946075228578,0.1285754028049267,0.0,0.0,0.0,0.0,-0.0003432757184542,0.0406458006959615,-0.0003432757184542,-0.0,0.0406458006959615,0.0,-0.0001663291388744
0.0007365709173316,2024-11-17,high,1,0,0.1897681283424255,0.1079458690974347,0.1201423492922266,0.052816596338733,0.1897681283424255,0.1079458690974347,0.1201423492922266,0.052816596338733,0.0,0.0,0.0,0.0,0.014715443263273,0.0149660534708475,0.014715443263273,0.0,0.0149660534708475,0.0,0.0015698218971745
0.0041113398521545,2024-11-24,high,1,0,0.0677434983068003,0.2544669252901527,0.1517558906291042,0.015550883888511901,0.0677434983068003,0.2544669252901527,0.1517558906291042,0.015550883888511901,0.0,0.0,0.0,0.0,-0.0044365517431002,-0.0095813838018798,-0.0044365517431002,-0.0,-0.0095813838018798,-0.0,0.0007365709173316
0.0015895943395237,2024-12-01,high,1,0,-0.0071312245327597,0.25751162664922583,0.1129993844124611,0.0792946075228578,-0.0071312245327597,0.25751162664922583,0.1129993844124611,0.0792946075228578,-0.0,0.0,0.0,0.0,0.0004102810382518,-0.0546822374529591,0.0004102810382518,0.0,-0.0546822374529591,-0.0,0.0041113398521545
