gpu_ret,date,group,is_high,is_mid,btc_krw_ret_l0,btc_krw_ret_l1,btc_krw_ret_l2,btc_krw_ret_l3,btc_krw_ret_l4,btc_krw_ret_l5,btc_krw_ret_l6,btc_krw_ret_l7,btc_krw_ret_l8,high_btc_l0,high_btc_l1,high_btc_l2,high_btc_l3,high_btc_l4,high_btc_l5,high_btc_l6,high_btc_l7,high_btc_l8,mid_btc_l0,mid_btc_l1,mid_btc_l2,mid_btc_l3,mid_btc_l4,mid_btc_l5,mid_btc_l6,mid_btc_l7,mid_btc_l8,fx_ret,nvda_ret,high_fx_ret,mid_fx_ret,high_nvda_ret,mid_nvda_ret,gpu_ret_l1,log_active_product_n,new_product_share,bridge_ratio
-0.0020429574849603,2024-05-05,high,1,0,-0.0513084427149692,0.0118979756416237,-0.0611719552353982,0.0172796131203298,-0.028034704955079,0.0755508876923585,-0.0569468050812602,0.0401569606203544,0.0665051516717909,-0.0513084427149692,0.0118979756416237,-0.0611719552353982,0.0172796131203298,-0.028034704955079,0.0755508876923585,-0.0569468050812602,0.0401569606203544,0.0665051516717909,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0007051897630061,0.0473699656050587,0.0007051897630061,0.0,0.0473699656050587,0.0,-0.0007923410113443,5.953243334287785,0.041666666666666664,0.010416666666666666
0.0010447785002834,2024-05-12,high,1,0,-0.0013754683318119,-0.0513084427149692,0.0118979756416237,-0.0611719552353982,0.0172796131203298,-0.028034704955079,0.0755508876923585,-0.0569468050812602,0.0401569606203544,-0.0013754683318119,-0.0513084427149692,0.0118979756416237,-0.0611719552353982,0.0172796131203298,-0.028034704955079,0.0755508876923585,-0.0569468050812602,0.0401569606203544,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0123640334863042,0.0452957657756458,-0.0123640334863042,-0.0,0.0452957657756458,0.0,-0.0020429574849603,5.961005339623274,0.023255813953488372,0.012919896640826873
-0.0015462900612988,2024-05-19,high,1,0,0.0461135501063978,-0.0013754683318119,-0.0513084427149692,0.0118979756416237,-0.0611719552353982,0.0172796131203298,-0.028034704955079,0.0755508876923585,-0.0569468050812602,0.0461135501063978,-0.0013754683318119,-0.0513084427149692,0.0118979756416237,-0.0611719552353982,0.0172796131203298,-0.028034704955079,0.0755508876923585,-0.0569468050812602,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0005460849178717,0.0250369591982257,0.0005460849178717,0.0,0.0250369591982257,0.0,0.0010447785002834,5.950642552587727,0.007832898172323759,0.005221932114882507
-0.0011233937207412,2024-05-26,high,1,0,0.0686495804135489,0.0461135501063978,-0.0013754683318119,-0.0513084427149692,0.0118979756416237,-0.0611719552353982,0.0172796131203298,-0.028034704955079,0.0755508876923585,0.0686495804135489,0.0461135501063978,-0.0013754683318119,-0.0513084427149692,0.0118979756416237,-0.0611719552353982,0.0172796131203298,-0.028034704955079,0.0755508876923585,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0021159260128156,0.0660181433449045,0.0021159260128156,0.0,0.0660181433449045,0.0,-0.0015462900612988,5.968707559985366,0.01282051282051282,0.01282051282051282
-0.0012349179550861,2024-06-02,high,1,0,-0.010917812308282,0.0686495804135489,0.0461135501063978,-0.0013754683318119,-0.0513084427149692,0.0118979756416237,-0.0611719552353982,0.0172796131203298,-0.028034704955079,-0.010917812308282,0.0686495804135489,0.0461135501063978,-0.0013754683318119,-0.0513084427149692,0.0118979756416237,-0.0611719552353982,0.0172796131203298,-0.028034704955079,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0036881155703794,0.1255929760953567,0.0036881155703794,0.0,0.1255929760953567,0.0,-0.0011233937207412,5.955837369464831,0.005194805194805195,0.005194805194805195
-0.0028314081740126,2024-06-09,high,1,0,0.0266188741577551,-0.010917812308282,0.0686495804135489,0.0461135501063978,-0.0013754683318119,-0.0513084427149692,0.0118979756416237,-0.0611719552353982,0.0172796131203298,0.0266188741577551,-0.010917812308282,0.0686495804135489,0.0461135501063978,-0.0013754683318119,-0.0513084427149692,0.0118979756416237,-0.0611719552353982,0.0172796131203298,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0036540693502828,0.0598852585744715,0.0036540693502828,0.0,0.0598852585744715,0.0,-0.0012349179550861,5.961005339623274,0.007751937984496124,0.007751937984496124
-0.0009931148360484,2024-06-16,high,1,0,-0.0362491072510273,0.0266188741577551,-0.010917812308282,0.0686495804135489,0.0461135501063978,-0.0013754683318119,-0.0513084427149692,0.0118979756416237,-0.0611719552353982,-0.0362491072510273,0.0266188741577551,-0.010917812308282,0.0686495804135489,0.0461135501063978,-0.0013754683318119,-0.0513084427149692,0.0118979756416237,-0.0611719552353982,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0020331297318341,0.0546931927071829,0.0020331297318341,0.0,0.0546931927071829,0.0,-0.0028314081740126,5.955837369464831,0.0,0.007792207792207792
0.001679212065542,2024-06-23,high,1,0,-0.0330116898989452,-0.0362491072510273,0.0266188741577551,-0.010917812308282,0.0686495804135489,0.0461135501063978,-0.0013754683318119,-0.0513084427149692,0.0118979756416237,-0.0330116898989452,-0.0362491072510273,0.0266188741577551,-0.010917812308282,0.0686495804135489,0.0461135501063978,-0.0013754683318119,-0.0513084427149692,0.0118979756416237,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0055666871256603,0.0400101372321159,0.0055666871256603,0.0,0.0400101372321159,0.0,-0.0009931148360484,5.953243334287785,0.0026041666666666665,0.010416666666666666
-0.0006452835045944,2024-06-30,high,1,0,-0.0555696556243319,-0.0330116898989452,-0.0362491072510273,0.0266188741577551,-0.010917812308282,0.0686495804135489,0.0461135501063978,-0.0013754683318119,-0.0513084427149692,-0.0555696556243319,-0.0330116898989452,-0.0362491072510273,0.0266188741577551,-0.010917812308282,0.0686495804135489,0.0461135501063978,-0.0013754683318119,-0.0513084427149692,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0047376984715796,-0.0577636982531899,0.0047376984715796,0.0,-0.0577636982531899,-0.0,0.001679212065542,5.940171252720432,0.0,0.005277044854881266
-0.0024869608530912,2024-07-07,high,1,0,-0.0410669813095161,-0.0555696556243319,-0.0330116898989452,-0.0362491072510273,0.0266188741577551,-0.010917812308282,0.0686495804135489,0.0461135501063978,-0.0013754683318119,-0.0410669813095161,-0.0555696556243319,-0.0330116898989452,-0.0362491072510273,0.0266188741577551,-0.010917812308282,0.0686495804135489,0.0461135501063978,-0.0013754683318119,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0046995430741088,0.013369771145518,-0.0046995430741088,-0.0,0.013369771145518,0.0,-0.0006452835045944,5.942799375126701,0.010526315789473684,0.007894736842105263
