Id,Name,cpu_model,cpu_codename,sale_info,2024-04-01,2024-04-02,2024-04-03,2024-04-04,2024-04-05,2024-04-06,2024-04-07,2024-04-08,2024-04-09,2024-04-10,2024-04-11,2024-04-12,2024-04-13,2024-04-14,2024-04-15,2024-04-16,2024-04-17,2024-04-18,2024-04-19,2024-04-20,2024-04-21,2024-04-22,2024-04-23,2024-04-24,2024-04-25,2024-04-26,2024-04-27,2024-04-28,2024-04-29,2024-04-30
15834833,AMD A4 3400 (라노),AMD A4 3400,라노,중고,0,0,0,0,2990,2990,2990,2990,2990,2990,2990,2990,2990,0,3000,3000,0,2730,2990,2990,2990,0,0,2990,2990,2990,3000,3000,3000,3000
18170813,AMD A4 7300 (리치랜드),AMD A4 7300,리치랜드,중고,4390,4390,4390,4390,0,4390,4390,4390,4390,4390,4390,4390,4390,4390,4390,4390,4390,4390,4390,4390,4390,0,0,0,0,0,0,4390,4390,4390
9736854,AMD EPYC 7232P (롬),AMD EPYC 7232P,롬,정품,0,0,0,0,0,924000,924000,924000,924000,924000,924000,924000,924000,924000,924000,0,0,0,0,0,0,0,0,0,0,0,924000,924000,924000,924000
9736752,AMD EPYC 7302 (롬),AMD EPYC 7302,롬,정품,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013000,2013000,2013000,2013000,2013000,2013000,2013000,2013000,0,0,0,0
9736764,AMD EPYC 7302P (롬),AMD EPYC 7302P,롬,정품,1265000,0,1265000,0,0,0,1265000,1265000,1265000,1265000,0,0,1265000,0,1265000,1265000,1265000,1265000,1265000,1265000,1265000,1265000,0,1265000,1265000,1038260,1038260,1043960,1043960,1043960
16909040,AMD EPYC 7543 (밀라노),AMD EPYC 7543,밀라노,정품,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000
16908977,AMD EPYC 7763 (밀라노),AMD EPYC 7763,밀라노,정품,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990,13699990
28159028,AMD FX 4100 (잠베지),AMD FX 4100,잠베지,중고,10890,10890,10890,10890,10890,10890,10890,10890,10890,10890,10890,10890,10890,10890,10890,10890,10890,8900,8900,8900,8900,8900,8900,8900,8900,8900,8900,8900,8900,8900
4143917,AMD FX 8300 (비쉐라),AMD FX 8300,비쉐라,중고,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000
5565728,AMD 라이젠 스레드리퍼 1950X (화이트헤븐),AMD 라이젠 스레드리퍼 1950X,화이트헤븐,해외구매,0,1463300,1463300,1463300,1463300,1463300,1463300,1463300,1463300,1463300,1463300,1463300,1463300,1463300,1463300,1463300,1463300,1463300,1414200,1414200,1463300,1463300,1463300,1463300,1463300,1463300,1463300,1463300,1463300,1463300
11038053,AMD 라이젠 스레드리퍼 2970WX (콜팩스),AMD 라이젠 스레드리퍼 2970WX,콜팩스,해외구매,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000,2350000
11035740,AMD 라이젠 스레드리퍼 2990WX (콜팩스),AMD 라이젠 스레드리퍼 2990WX,콜팩스,해외구매,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000,5400000
14079716,AMD 라이젠 스레드리퍼 3970X (캐슬 픽),AMD 라이젠 스레드리퍼 3970X,캐슬 픽,해외구매,4399990,2917660,2917650,2917530,2917450,2917440,2917440,2917700,2917700,2917700,2917700,2917700,2966220,2966220,2966160,2966130,2966030,2965940,2896820,2896710,2896620,2896610,2896490,2896450,2896410,2896390,2896290,2896180,2896070,2895990
30131825,AMD 라이젠 스레드리퍼 7960X (스톰 픽),AMD 라이젠 스레드리퍼 7960X,스톰 픽,정품,2329730,2294940,2216460,2216460,2216460,2216460,2216460,2216460,2216460,2294810,2294810,2294720,2307470,2307470,2307460,2307390,2329990,2329990,2329990,2329990,2329990,2329990,2329990,2329990,2329990,2329990,2329990,2329990,2329990,2329990
30131816,AMD 라이젠 스레드리퍼 7970X (스톰 픽),AMD 라이젠 스레드리퍼 7970X,스톰 픽,정품,3619880,3619860,3619800,3619680,3619600,3619590,3619590,3635900,3635900,3635900,3635900,3635900,3656100,3656100,3656100,3656100,3696500,3696500,3696500,3696500,3696500,3696500,3696500,3696500,3696500,3696500,3696500,3696500,3696500,3696500
30131798,AMD 라이젠 스레드리퍼 7980X (스톰 픽),AMD 라이젠 스레드리퍼 7980X,스톰 픽,정품,7608730,7608760,7443320,7443320,7443320,7443320,7443320,7443320,7443320,7302410,7302410,7302410,7302410,7302410,7302410,7302410,7302410,7302410,7302410,7302410,7283830,7283830,7283830,7283830,7283830,7302170,7302160,7283830,7283830,7283830
13491257,AMD 라이젠 스레드리퍼 PRO 3955WX (캐슬 픽-W),AMD 라이젠 스레드리퍼 PRO 3955WX,캐슬 픽-W,"정품_1,387,990|해외구매_1,745,290|중고 | 정품_1,388,010|해외구매_1,745,290|중고 | 정품_1,388,040|해외구매_1,745,290|중고 | 정품_1,388,160|해외구매_1,841,610|중고 | 정품_1,388,170|해외구매_1,841,610|중고 | 정품_1,388,260|해외구매_1,841,610|중고 | 정품_1,388,340|해외구매_1,841,610|중고 | 정품_1,388,360|해외구매_1,841,610|중고 | 정품_1,388,450|해외구매_1,841,610|중고 | 정품_1,388,470|해외구매_1,831,510|중고 | 정품_1,388,490|해외구매_1,832,800|중고 | 정품_1,388,520|해외구매_1,832,800|중고 | 정품_1,388,580|해외구매_1,832,800|중고 | 정품_1,388,640|해외구매_1,810,840|중고 | 정품_1,388,660|해외구매_1,810,930|중고 | 정품_1,388,700|해외구매_1,810,950|중고 | 정품_1,388,730|해외구매 | 정품_1,388,760|해외구매 | 정품_1,388,870|해외구매 | 정품_1,388,890|해외구매 | 정품_1,388,900|해외구매 | 정품_1,388,960|해외구매 | 정품_1,389,080|해외구매 | 정품_1,389,110|해외구매 | 정품_1,389,190|해외구매 | 정품_1,389,990|해외구매_1,745,290|중고 | 정품_1,389,990|해외구매_1,873,180|중고 | 정품_1,390,000|해외구매_1,873,180|중고",2090490,1729250,1729240,1729140,1729060,1729050,1729050,1811040,1810980,787490,787490,787490,787490,787490,787490,787490,787490,787490,787490,787490,787490,787490,787490,787490,787490,805260,805150,805090,804990,900000
18614342,AMD 라이젠 스레드리퍼 PRO 3975WX (캐슬 픽-W),AMD 라이젠 스레드리퍼 PRO 3975WX,캐슬 픽-W,"벌크_3,869,890|해외구매 | 벌크_3,892,480|해외구매",5536990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4754690
